words,document_3,document_2,document_1,document_5,document_4,document_6,document_7,document_11,document_10,document_12,document_13,document_17,document_16,document_14,document_15,document_18,document_19,document_20,document_9,document_8
inspirations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
applies,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lb,0,0,0,0,0,8,0,0,0,0,0,2,0,0,8,0,0,0,0,2
apprentice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Saxony,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resurrection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
stepping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Samuel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
pharaoh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lifespans,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conditional,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
periodic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swings,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recommend,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Eugenius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
warmth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
conocedor,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
devoid,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worms,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
debts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
equanimity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
acres,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
evaluate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
arrested,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
36,0,0,0,1,0,2,1,2,0,0,0,0,0,4,0,0,2,1,0,2
604,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
yield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
future,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
McGuinness,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Decibels,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EnglandDon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
addressed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1
Star,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hailing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
naturalist,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scratches,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chernausek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
visual,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mid-latitude,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,2,1,0,0,1,0,1,0,0,1,0,1,1,0,1
unstable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corresponding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rooster,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alternatively,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
prevail,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pattern,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
texture,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sinkings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
recent,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
prior,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1
maybe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
brotherhood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Span,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
intolerable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
List,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Hendl-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obesity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0
brutality,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
longer,0,2,1,3,1,1,0,0,0,1,0,0,0,0,2,0,5,5,0,1
invite,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
losing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bimpson,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
degeneration,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vocalizations,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
uses,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
lines,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
uniquely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Admired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dignity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Undoubtedly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
right,0,0,0,0,1,2,4,36,0,0,0,0,0,0,0,0,5,7,0,0
sire,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intellectual,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,0,0,0,4,0,1,3,0,0,0,0,13,0,0,0,2,0,1,0,2
pyrimidines,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conducted,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,5,4,0,3
Albany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0
canny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Babel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
inter-colonial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Blosn,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rules,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ratio,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
towing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long-term,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stimuli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1889,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
headed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
predicted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
creates,0,4,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sinking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
machine,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
credible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cane,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fisher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
Venue,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
depend,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
efficient,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
school,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,12,0,0
16-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
season,5,1,0,0,0,1,0,0,0,0,0,13,0,5,0,0,0,1,0,0
urban,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
appealed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
performs,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
occasionally,0,0,1,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
arousing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
coconut,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victorian,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
61,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,1
Staatliches,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
negotiating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
pseudonyms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Trumpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
collect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
basketball,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0
term,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,0,2,4,0,1
early-20th-century,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diurnal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Parable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
speculated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Adenine,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
versa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stranded,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
energies,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Charles-Joseph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
selection,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Reproduction,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
469,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,1,1,0,1
regions,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chain,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1
Gonzalez,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Stiles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
warned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
360,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
worse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ethologically,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
educator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
reasons,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
motto,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
synthesizes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rejection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
iyalorich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuromuscular,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leopard,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
solicit,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bill,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0
capitol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
perceive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,1,0,1
1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
servant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
pretzels,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puerto,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
characterised,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
connect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Herald,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Priestley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
068,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
promotes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Palazzo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
department,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
65,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,1,0,1
30th,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
During,0,2,1,6,2,1,0,0,0,0,0,0,1,0,4,0,5,7,1,2
walked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
synthesis,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philodendron,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anywhere,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
078,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
shirtless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
exceeds,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hearing,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0
duration,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arbitrarily,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8pm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conserve,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patron,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
cartographer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
guidance,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
5th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
commissioner,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Buena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
singer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
axis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
discretion,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Above,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stramonium,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fairly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Atmospheric,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stairway,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surrounding,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Best,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Gyrase,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,0,7,0,8,0,7,1,2,0,0,0,0,2,0,2,0,3,2,0,6
concerning,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ethics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Reinheitsgebot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silvestris,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
remains,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1
Assent,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ruse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
978-0-8070-8603-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
two,1,1,0,4,15,9,2,0,1,1,0,4,2,1,6,0,22,3,0,6
gets,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rush,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
readership,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1885,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
thoroughfare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
binoculars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sprawling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
stability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
charismatic,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ogv,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
unjust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Sutton,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
tons,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ease,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
629,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cyclone,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rebuttal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
jury,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
exactly,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Episcopal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imprisonment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
planted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
south,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3
followers,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
establish,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,1,0,0
permanent,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
U,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,23,0,12
relief,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
destruction,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tapetum,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accompanying,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0
Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
doctorate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Olympia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Importance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
deteriorate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
subsidiary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
coached,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
England,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,28,0,0,0
Schweinshaxe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hitler,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
precedent,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Orange,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Telegraph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
medications,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ligase,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poll,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
signing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
Oxford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
phage,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
branch,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
historic,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Any,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
31-Mar-56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
359,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
forgiven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
data,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
yowl,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edict,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
waterline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
continue,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0
bared,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
consists,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agencies,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
coinage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
wiretaps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
bigamy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Water-spouts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
able,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,3,6,1,0
Stephens,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
WNBA,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Memphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
womanizing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Catwatching,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
utensils,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spirits,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
unanimously,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Philosophica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Oriates,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clowder,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
supplemented,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
